Survey Response,Journal Name,Other Journal,Date,Professional Status,Gender (optional),Race/Ethnic Background (optional),Review Time in Months,Initial Verdict,Sets of Reviewer Comments Initially Provided,Quality of Referee Comments,Overall Experience with Editors,Revise and Resubmit Verdict (also Conditional Acceptance),Time from Acceptance to Publication,Field 13,Journals,Acceptances,Rejections,Conditional Acceptances,Revise and Resubmits,Overall Acceptance,Initial withdrawals,Revise and Resubmit Withdrawals
Nous2012-05-30T04:00:00.000Z,Nous,,5/30/2012 12:00am,Faculty (Tenure-track but non-tenured),Male,,3.50,Reject,2.0,3.0,4.0,,,,,,Reject,,,,,
Philosophical Review2012-05-30T04:00:00.000Z,Philosophical Review,,5/30/2012 12:00am,Faculty (Tenure-track but non-tenured),Male,,4.00,Reject,,,3.0,,,,,,Reject,,,,,
Philosophy and Phenomenological Research2012-05-30T04:00:00.000Z,Philosophy and Phenomenological Research,,5/30/2012 12:00am,Graduate Student,,,3.00,Reject,,,,,,,,,Reject,,,,,
Analysis2012-05-31T04:00:00.000Z,Analysis,,5/31/2012 12:00am,Graduate Student,Female,White,1.00,Reject,,,5.0,,,,,,Reject,,,,,
International Journal of Philosophical Studies2012-05-31T04:00:00.000Z,International Journal of Philosophical Studies,,5/31/2012 12:00am,Faculty (Tenure-track but non-tenured),Male,,,Reject,3.0,1.0,3.0,Reject,,,,,Reject,,,,,
International Journal of Philosophical Studies2012-05-31T04:00:00.000Z,International Journal of Philosophical Studies,,5/31/2012 12:00am,Faculty (Tenure-track but non-tenured),Male,White,6.00,Reject,3.0,1.0,2.0,Reject,,,,,Reject,,,,,
Nous2012-06-01T04:00:00.000Z,Nous,,6/1/2012 12:00am,Faculty (Tenured),Male,,2.50,Revise and Resubmit,1.0,4.0,4.0,Accept,,,,,,,Revise and Resubmit,Accept,,
Analysis2012-06-02T04:00:00.000Z,Analysis,,6/2/2012 12:00am,Graduate Student,Male,,0.80,Reject,,,,,,,,,Reject,,,,,
Mind2012-06-02T04:00:00.000Z,Mind,,6/2/2012 12:00am,,Male,white,4.75,Reject,2.0,4.0,2.0,,,,,,Reject,,,,,
Philosophical Studies2012-06-03T04:00:00.000Z,Philosophical Studies,,6/3/2012 12:00am,Graduate Student,,,3.00,Reject,1.0,3.0,2.0,,,,,,Reject,,,,,
Australasian Journal of Philosophy2012-06-04T04:00:00.000Z,Australasian Journal of Philosophy,,6/4/2012 12:00am,Faculty (Non-tenure-track position),Male,,1.50,Reject,1.0,3.0,4.0,,,,,,Reject,,,,,
Philosophers’ Imprint2012-06-04T04:00:00.000Z,Philosophers’ Imprint,,6/4/2012 12:00am,Faculty (Tenured),Female,,2.00,Reject,2.0,5.0,4.0,,,,,,Reject,,,,,
Philosophical Studies2012-06-04T04:00:00.000Z,Philosophical Studies,,6/4/2012 12:00am,Faculty (Tenure-track but non-tenured),Male,,3.75,Reject,1.0,2.0,4.0,,,,,,Reject,,,,,
Journal of Consciousness Studies2012-06-07T04:00:00.000Z,Journal of Consciousness Studies,,6/7/2012 12:00am,Other,Male,,3.00,Reject,1.0,3.0,4.0,,,,,,Reject,,,,,
Philosophers’ Imprint2012-06-07T04:00:00.000Z,Philosophers’ Imprint,,6/7/2012 12:00am,Graduate Student,Female,white,1.00,Reject,,,5.0,,,,,,Reject,,,,,
Philosophical Review2012-06-07T04:00:00.000Z,Philosophical Review,,6/7/2012 12:00am,Faculty (Tenure-track but non-tenured),Male,,2.20,Reject,,,3.0,,,,,,Reject,,,,,
Philosophical Studies2012-06-07T04:00:00.000Z,Philosophical Studies,,6/7/2012 12:00am,Faculty (Non-tenure-track position),Female,,,Revise and Resubmit,1.0,5.0,5.0,Accept,,,,,,,Revise and Resubmit,Accept,,
Analysis2012-06-10T04:00:00.000Z,Analysis,,6/10/2012 12:00am,Faculty (Tenured),Male,White,0.50,Reject,,,4.0,,,,,,Reject,,,,,
American Philosophical Quarterly2012-06-11T04:00:00.000Z,American Philosophical Quarterly,,6/11/2012 12:00am,Graduate Student,Male,,2.00,Reject,1.0,,,,,,,,Reject,,,,,
Oxford Studies in Ancient Philosophy2012-06-11T04:00:00.000Z,Oxford Studies in Ancient Philosophy,,6/11/2012 12:00am,Graduate Student,Male,,3.50,Reject,1.0,,,,,,,,Reject,,,,,
Pacific Philosophical Quarterly2012-06-11T04:00:00.000Z,Pacific Philosophical Quarterly,,6/11/2012 12:00am,Graduate Student,Male,,0.20,Revise and Resubmit,1.0,5.0,5.0,Accept,,,,,,,Revise and Resubmit,Accept,,
Philosophers’ Imprint2012-06-11T04:00:00.000Z,Philosophers’ Imprint,,6/11/2012 12:00am,Faculty (Tenured),Male,White,0.80,Reject,,,5.0,,,,,,Reject,,,,,
Philosophical Studies2012-06-11T04:00:00.000Z,Philosophical Studies,,6/11/2012 12:00am,Graduate Student,,,9.00,Reject,1.0,2.0,3.0,,,,,,Reject,,,,,
Australasian Journal of Philosophy2012-06-12T04:00:00.000Z,Australasian Journal of Philosophy,,6/12/2012 12:00am,Faculty (Non-tenure-track position),Male,,2.00,Reject,2.0,4.0,5.0,,,,,,Reject,,,,,
Journal of Ethics & Social Philosophy2012-06-12T04:00:00.000Z,Journal of Ethics & Social Philosophy,,6/12/2012 12:00am,Graduate Student,Male,,1.75,Revise and Resubmit,2.0,4.0,5.0,Reject,,,,,,,Revise and Resubmit,,,
Mind2012-06-12T04:00:00.000Z,Mind,,6/12/2012 12:00am,,Male,,4.50,Revise and Resubmit,1.0,3.0,2.0,Reject,,,,,,,Revise and Resubmit,,,
Philosophical Studies2012-06-12T04:00:00.000Z,Philosophical Studies,,6/12/2012 12:00am,Graduate Student,Male,,0.75,Reject,,,,,,,,,Reject,,,,,
Australasian Journal of Philosophy2012-06-13T04:00:00.000Z,Australasian Journal of Philosophy,,6/13/2012 12:00am,Graduate Student,Male,,0.50,Reject,1.0,1.0,2.0,,,,,,Reject,,,,,
Analysis2012-06-13T04:00:00.000Z,Analysis,,6/13/2012 12:00am,Faculty (Non-tenure-track position),Female,,0.33,Reject,,,,,,,,,Reject,,,,,
Ethics and Information Technology2012-06-13T04:00:00.000Z,Ethics and Information Technology,,6/13/2012 12:00am,Other,Male,,1.00,Revise and Resubmit,2.0,4.0,,,,,,,,,Revise and Resubmit,,,
Journal of Moral Philosophy2012-06-15T04:00:00.000Z,Journal of Moral Philosophy,,6/15/2012 12:00am,Graduate Student,,,1.00,Reject,,,5.0,,,,,,Reject,,,,,
Philosophy and Phenomenological Research2012-06-15T04:00:00.000Z,Philosophy and Phenomenological Research,,6/15/2012 12:00am,Graduate Student,Male,,1.00,Revise and Resubmit,1.0,4.0,5.0,Accept,,,,,,,Revise and Resubmit,Accept,,
British Journal of Aesthetics2012-06-15T05:00:00.000Z,British Journal of Aesthetics,,6/15/2012 1:00am,Faculty (Tenure-track but non-tenured),Male,,5.00,Reject,2.0,4.0,5.0,,,,,,Reject,,,,,
Australasian Journal of Philosophy2012-06-16T04:00:00.000Z,Australasian Journal of Philosophy,,6/16/2012 12:00am,Graduate Student,Male,,3.00,Revise and Resubmit,2.0,4.0,5.0,Accept,,,,,,,Revise and Resubmit,Accept,,
Pacific Philosophical Quarterly2012-06-17T04:00:00.000Z,Pacific Philosophical Quarterly,,6/17/2012 12:00am,Faculty (Non-tenure-track position),Male,Asian,4.00,Revise and Resubmit,1.0,4.0,5.0,Accept,,,,,,,Revise and Resubmit,Accept,,
Utilitas2012-06-17T04:00:00.000Z,Utilitas,,6/17/2012 12:00am,Graduate Student,Male,,0.06,Reject,1.0,2.0,5.0,,,,,,Reject,,,,,
Australasian Journal of Philosophy2012-06-18T04:00:00.000Z,Australasian Journal of Philosophy,,6/18/2012 12:00am,Graduate Student,Male,,1.00,Reject,1.0,3.0,4.0,,,,,,Reject,,,,,
Erkenntnis2012-06-18T04:00:00.000Z,Erkenntnis,,6/18/2012 12:00am,Faculty (Non-tenure-track position),Male,,6.75,Revise and Resubmit,2.0,5.0,1.0,Accept,,,,,,,Revise and Resubmit,Accept,,
Mind2012-06-20T04:00:00.000Z,Mind,,6/20/2012 12:00am,,Male,,12.00,Reject,1.0,2.0,1.0,,,,,,Reject,,,,,
Philosophers’ Imprint2012-06-20T04:00:00.000Z,Philosophers’ Imprint,,6/20/2012 12:00am,Faculty (Non-tenure-track position),Male,,1.00,Reject,,,1.0,,,,,,Reject,,,,,
Philosophical Review2012-06-20T04:00:00.000Z,Philosophical Review,,6/20/2012 12:00am,Faculty (Non-tenure-track position),Male,,2.00,Reject,,,1.0,,,,,,Reject,,,,,
Philosophy of Science2012-06-20T04:00:00.000Z,Philosophy of Science,,6/20/2012 12:00am,Graduate Student,Male,,2.00,Revise and Resubmit,3.0,3.0,3.0,Reject,,,,,,,Revise and Resubmit,,,
Australasian Journal of Philosophy2012-06-21T04:00:00.000Z,Australasian Journal of Philosophy,,6/21/2012 12:00am,Faculty (Non-tenure-track position),Male,,3.00,Reject,2.0,4.0,4.0,,,,,,Reject,,,,,
Journal of Social Philosophy2012-06-21T04:00:00.000Z,Journal of Social Philosophy,,6/21/2012 12:00am,Faculty (Non-tenure-track position),Male,,4.50,Revise and Resubmit,2.0,5.0,5.0,Accept,,,,,,,Revise and Resubmit,Accept,,
Philosophy of Science2012-06-22T04:00:00.000Z,Philosophy of Science,,6/22/2012 12:00am,Faculty (Non-tenure-track position),Male,white,3.00,Reject,2.0,3.0,5.0,,,,,,Reject,,,,,
Philosophical Quarterly2012-06-24T04:00:00.000Z,Philosophical Quarterly,,6/24/2012 12:00am,Graduate Student,Male,,2.00,Reject,1.0,4.0,4.0,,,,,,Reject,,,,,
Philosophical Studies2012-06-24T04:00:00.000Z,Philosophical Studies,,6/24/2012 12:00am,Graduate Student,Male,,2.00,Reject,1.0,4.0,4.0,,,,,,Reject,,,,,
Australasian Journal of Philosophy2012-06-25T04:00:00.000Z,Australasian Journal of Philosophy,,6/25/2012 12:00am,Other,Male,,0.50,Reject,1.0,2.0,3.0,,,,,,Reject,,,,,
Analysis2012-06-25T04:00:00.000Z,Analysis,,6/25/2012 12:00am,Graduate Student,Male,White,0.40,Reject,,,,,,,,,Reject,,,,,
European Journal of Philosophy2012-06-25T04:00:00.000Z,European Journal of Philosophy,,6/25/2012 12:00am,Other,Male,,3.00,Reject,1.0,3.0,2.0,,,,,,Reject,,,,,
Journal of Moral Philosophy2012-06-25T04:00:00.000Z,Journal of Moral Philosophy,,6/25/2012 12:00am,Graduate Student,Male,White,0.43,Reject,,,,,,,,,Reject,,,,,
Ratio2012-06-25T04:00:00.000Z,Ratio,,6/25/2012 12:00am,Graduate Student,,,2.00,Reject,1.0,2.0,3.0,,,,,,Reject,,,,,
British Journal for the Philosophy of Science2012-06-26T04:00:00.000Z,British Journal for the Philosophy of Science,,6/26/2012 12:00am,Other,Male,,5.50,Conditional Acceptance,3.0,3.0,4.0,Accept,,,,,,Conditional Acceptance,,Accept,,
Ethics2012-06-26T04:00:00.000Z,Ethics,,6/26/2012 12:00am,Faculty (Tenured),Female,,12.00,Revise and Resubmit,2.0,4.0,1.0,Reject,,,,,,,Revise and Resubmit,,,
Journal of Moral Philosophy2012-06-26T04:00:00.000Z,Journal of Moral Philosophy,,6/26/2012 12:00am,Faculty (Tenured),Male,"Latino,Hispanic",2.00,Conditional Acceptance,1.0,2.0,5.0,Accept,,,,,,Conditional Acceptance,,Accept,,
Journal of Philosophy2012-06-26T04:00:00.000Z,Journal of Philosophy,,6/26/2012 12:00am,Faculty (Tenure-track but non-tenured),Female,,13.00,Accept,,,3.0,,6.0,,,Accept,,,,,,
Journal of Philosophy2012-06-26T04:00:00.000Z,Journal of Philosophy,,6/26/2012 12:00am,Graduate Student,Male,,6.00,Accept,,1.0,5.0,,16.0,,,Accept,,,,,,
Journal of the History of Philosophy2012-06-26T04:00:00.000Z,Journal of the History of Philosophy,,6/26/2012 12:00am,Faculty (Tenure-track but non-tenured),Male,White,0.50,Reject,,1.0,5.0,,,,,,Reject,,,,,
Nous2012-06-26T04:00:00.000Z,Nous,,6/26/2012 12:00am,Graduate Student,Male,,3.00,Revise and Resubmit,2.0,3.0,4.0,Accept,30.0,,,,,,Revise and Resubmit,Accept,,
Philosophers’ Imprint2012-06-26T04:00:00.000Z,Philosophers’ Imprint,,6/26/2012 12:00am,Faculty (Non-tenure-track position),Male,,1.00,Reject,,1.0,2.0,,,,,,Reject,,,,,
Philosophical Psychology2012-06-26T04:00:00.000Z,Philosophical Psychology,,6/26/2012 12:00am,Faculty (Tenured),Male,,6.00,Revise and Resubmit,2.0,3.0,4.0,Accept,,,,,,,Revise and Resubmit,Accept,,
Philosophical Review2012-06-26T04:00:00.000Z,Philosophical Review,,6/26/2012 12:00am,Graduate Student,Male,,5.00,Accept,2.0,5.0,5.0,,4.0,,,Accept,,,,,,
Philosophical Studies2012-06-26T04:00:00.000Z,Philosophical Studies,,6/26/2012 12:00am,Graduate Student,Male,,7.00,Revise and Resubmit,1.0,4.0,5.0,Accept,,,,,,,Revise and Resubmit,Accept,,
Social Theory and Practice2012-06-26T04:00:00.000Z,Social Theory and Practice,,6/26/2012 12:00am,Graduate Student,Male,,,Reject,2.0,5.0,4.0,,,,,,Reject,,,,,
Synthese2012-06-26T04:00:00.000Z,Synthese,,6/26/2012 12:00am,Graduate Student,Male,"White, Caucasian",12.00,Withdraw,,,1.0,,,,,,,,,,Withdraw,
Canadian Journal of Law and Jurisprudence2012-06-26T05:00:00.000Z,Canadian Journal of Law and Jurisprudence,,6/26/2012 1:00am,Faculty (Tenured),Male,,3.00,Accept,2.0,2.0,3.0,,,,,Accept,,,,,,
Canadian Journal of Philosophy2012-06-26T05:00:00.000Z,Canadian Journal of Philosophy,,6/26/2012 1:00am,Faculty (Non-tenure-track position),Male,,7.00,Reject,2.0,4.0,3.0,,,,,,Reject,,,,,
Ancient Philosophy2012-06-27T04:00:00.000Z,Ancient Philosophy,,6/27/2012 12:00am,Graduate Student,Male,,9.00,Reject,1.0,1.0,4.0,,,,,,Reject,,,,,
Ancient Philosophy2012-06-27T04:00:00.000Z,Ancient Philosophy,,6/27/2012 12:00am,Graduate Student,Male,,3.00,Reject,1.0,5.0,4.0,,,,,,Reject,,,,,
Australasian Journal of Philosophy2012-06-27T04:00:00.000Z,Australasian Journal of Philosophy,,6/27/2012 12:00am,Faculty (Non-tenure-track position),Female,,6.00,Reject,1.0,2.0,4.0,,,,,,Reject,,,,,
Analysis2012-06-27T04:00:00.000Z,Analysis,,6/27/2012 12:00am,Graduate Student,Male,,0.50,Reject,,,1.0,,,,,,Reject,,,,,
Analysis2012-06-27T04:00:00.000Z,Analysis,,6/27/2012 12:00am,Faculty (Non-tenure-track position),Female,White,1.00,Reject,,,,,,,,,Reject,,,,,
Biology and Philosophy2012-06-27T04:00:00.000Z,Biology and Philosophy,,6/27/2012 12:00am,Faculty (Tenured),Male,,4.00,Conditional Acceptance,2.0,5.0,5.0,Accept,6.0,,,,,Conditional Acceptance,,Accept,,
British Journal for the Philosophy of Science2012-06-27T04:00:00.000Z,British Journal for the Philosophy of Science,,6/27/2012 12:00am,Graduate Student,Male,Caucasian,2.00,Reject,2.0,5.0,5.0,,,,,,Reject,,,,,
Ethical Theory and Moral Practice2012-06-27T04:00:00.000Z,Ethical Theory and Moral Practice,,6/27/2012 12:00am,Faculty (Non-tenure-track position),Female,,0.25,Reject,,,3.0,,,,,,Reject,,,,,
European Journal of Philosophy2012-06-27T04:00:00.000Z,European Journal of Philosophy,,6/27/2012 12:00am,Faculty (Tenured),Male,,3.00,Accept,1.0,4.0,4.0,Accept,6.0,,,Accept,,,,Accept,,
Faith and Philosophy2012-06-27T04:00:00.000Z,Faith and Philosophy,,6/27/2012 12:00am,Faculty (Tenure-track but non-tenured),,,12.00,Reject,2.0,1.0,1.0,,,,,,Reject,,,,,
Mind2012-06-27T04:00:00.000Z,Mind,,6/27/2012 12:00am,,Male,,9.00,Reject,2.0,3.0,2.0,,,,,,Reject,,,,,
Nous2012-06-27T04:00:00.000Z,Nous,,6/27/2012 12:00am,Faculty (Tenure-track but non-tenured),,,3.00,Revise and Resubmit,2.0,5.0,5.0,Accept,6.0,,,,,,Revise and Resubmit,Accept,,
Philosophers’ Imprint2012-06-27T04:00:00.000Z,Philosophers’ Imprint,,6/27/2012 12:00am,Other,Male,,1.00,Reject,,,,,,,,,Reject,,,,,
Philosophical Quarterly2012-06-27T04:00:00.000Z,Philosophical Quarterly,,6/27/2012 12:00am,Faculty (Tenure-track but non-tenured),Female,White,4.00,Accept,2.0,5.0,5.0,,,,,Accept,,,,,,
Philosophy and Phenomenological Research2012-06-27T04:00:00.000Z,Philosophy and Phenomenological Research,,6/27/2012 12:00am,Other,Male,,3.00,Reject,1.0,5.0,3.0,,,,,,Reject,,,,,
Philosophy of Science2012-06-27T04:00:00.000Z,Philosophy of Science,,6/27/2012 12:00am,Graduate Student,Male,Caucasian,2.00,Reject,2.0,4.0,5.0,,,,,,Reject,,,,,
Phronesis2012-06-27T04:00:00.000Z,Phronesis,,6/27/2012 12:00am,Other,Male,,1.00,Reject,,,2.0,,,,,,Reject,,,,,
Political Theory2012-06-27T04:00:00.000Z,Political Theory,,6/27/2012 12:00am,Faculty (Non-tenure-track position),Male,,5.00,Revise and Resubmit,3.0,3.0,5.0,Reject,,,,,,,Revise and Resubmit,,,
South African Journal of Philosophy2012-06-27T04:00:00.000Z,South African Journal of Philosophy,,6/27/2012 12:00am,Faculty (Tenure-track but non-tenured),Male,,3.00,Accept,1.0,2.0,2.0,,4.0,,,Accept,,,,,,
Southwest Philosophy Review2012-06-27T04:00:00.000Z,Southwest Philosophy Review,,6/27/2012 12:00am,Graduate Student,Male,,2.00,Accept,,,5.0,,,,,Accept,,,,,,
Mind2012-06-28T04:00:00.000Z,Mind,,6/28/2012 12:00am,,Female,,0.20,Reject,1.0,4.0,5.0,,,,,,Reject,,,,,
Mind2012-06-28T04:00:00.000Z,Mind,,6/28/2012 12:00am,,Male,white,3.20,Reject,2.0,4.0,4.0,,,,,,Reject,,,,,
Philosophical Review2012-06-28T04:00:00.000Z,Philosophical Review,,6/28/2012 12:00am,Faculty (Tenure-track but non-tenured),Male,white,2.10,Reject,,,,,,,,,Reject,,,,,
Philosophical Review2012-06-28T04:00:00.000Z,Philosophical Review,,6/28/2012 12:00am,Faculty (Tenure-track but non-tenured),Male,White,5.00,Reject,3.0,1.0,3.0,,,,,,Reject,,,,,
Philosophical Studies2012-06-28T04:00:00.000Z,Philosophical Studies,,6/28/2012 12:00am,Faculty (Tenured),,,7.00,Conditional Acceptance,1.0,3.0,4.0,Accept,2.0,,,,,Conditional Acceptance,,Accept,,
Philosophical Studies2012-06-28T04:00:00.000Z,Philosophical Studies,,6/28/2012 12:00am,Faculty (Non-tenure-track position),Female,,1.00,Reject,1.0,2.0,5.0,,,,,,Reject,,,,,
Philosophy and Phenomenological Research2012-06-28T04:00:00.000Z,Philosophy and Phenomenological Research,,6/28/2012 12:00am,Faculty (Non-tenure-track position),Male,White,2.75,Reject,,,,,,,,,Reject,,,,,
Philosophy and Phenomenological Research2012-06-28T04:00:00.000Z,Philosophy and Phenomenological Research,,6/28/2012 12:00am,Faculty (Tenure-track but non-tenured),Male,White,2.00,Reject,1.0,1.0,3.0,,,,,,Reject,,,,,
Political Studies2012-06-28T04:00:00.000Z,Political Studies,,6/28/2012 12:00am,Faculty (Non-tenure-track position),Male,,2.00,Reject,3.0,4.0,4.0,,,,,,Reject,,,,,
Acta Analytica2012-06-29T04:00:00.000Z,Acta Analytica,,6/29/2012 12:00am,Faculty (Non-tenure-track position),Male,,,Reject,1.0,1.0,1.0,,,,,,Reject,,,,,
Economics and Philosophy2012-06-29T04:00:00.000Z,Economics and Philosophy,,6/29/2012 12:00am,Graduate Student,Male,,3.00,Reject,1.0,1.0,3.0,,,,,,Reject,,,,,
History of Philosophy Quarterly2012-06-29T04:00:00.000Z,History of Philosophy Quarterly,,6/29/2012 12:00am,Faculty (Tenure-track but non-tenured),Male,,4.00,Revise and Resubmit,1.0,3.0,4.0,Accept,7.0,,,,,,Revise and Resubmit,Accept,,
Journal of the History of Philosophy2012-06-29T04:00:00.000Z,Journal of the History of Philosophy,,6/29/2012 12:00am,Faculty (Tenure-track but non-tenured),Male,,3.00,Revise and Resubmit,2.0,4.0,5.0,Reject,,,,,,,Revise and Resubmit,,,
Philosophical Quarterly2012-06-29T04:00:00.000Z,Philosophical Quarterly,,6/29/2012 12:00am,Graduate Student,Male,,0.80,Reject,,,3.0,,,,,,Reject,,,,,
Philosophical Review2012-06-29T04:00:00.000Z,Philosophical Review,,6/29/2012 12:00am,Faculty (Non-tenure-track position),Male,,6.00,Reject,,,1.0,,,,,,Reject,,,,,
Philosophical Quarterly2012-06-30T04:00:00.000Z,Philosophical Quarterly,,6/30/2012 12:00am,Graduate Student,Male,,2.00,Reject,1.0,4.0,5.0,,,,,,Reject,,,,,
Journal of Moral Philosophy2012-07-01T04:00:00.000Z,Journal of Moral Philosophy,,7/1/2012 12:00am,Faculty (Non-tenure-track position),Female,,1.00,Reject,,,5.0,,,,,,Reject,,,,,
"""Politics, Philosophy, and Economics""2012-07-01T04:00:00.000Z","""Politics, Philosophy, and Economics""",,7/1/2012 12:00am,Graduate Student,Female,,2.50,Revise and Resubmit,1.0,5.0,3.0,Accept,14.0,,,,,,Revise and Resubmit,Accept,,
Ethics2012-07-02T04:00:00.000Z,Ethics,,7/2/2012 12:00am,Faculty (Non-tenure-track position),Male,Caucasian,5.80,Reject,2.0,4.0,5.0,,,,,,Reject,,,,,
Philosophical Explorations2012-07-02T04:00:00.000Z,Philosophical Explorations,,7/2/2012 12:00am,Faculty (Tenured),Female,white,1.25,Revise and Resubmit,2.0,5.0,5.0,Accept,,,,,,,Revise and Resubmit,Accept,,
Philosophical Psychology2012-07-02T04:00:00.000Z,Philosophical Psychology,,7/2/2012 12:00am,Faculty (Tenured),Female,white,2.00,Reject,2.0,4.0,5.0,,,,,,Reject,,,,,
Political Studies2012-07-02T04:00:00.000Z,Political Studies,,7/2/2012 12:00am,Faculty (Non-tenure-track position),Male,white,3.00,Revise and Resubmit,3.0,4.0,5.0,Accept,,,,,,,Revise and Resubmit,Accept,,
Analysis2012-07-03T04:00:00.000Z,Analysis,,7/3/2012 12:00am,Faculty (Tenured),Male,,1.50,Revise and Resubmit,1.0,4.0,5.0,Accept,,,,,,,Revise and Resubmit,Accept,,
Journal of Philosophical Research2012-07-03T04:00:00.000Z,Journal of Philosophical Research,,7/3/2012 12:00am,Faculty (Tenure-track but non-tenured),Female,caucasian,1.00,Reject,2.0,5.0,5.0,,,,,,Reject,,,,,
Mind and Language2012-07-03T04:00:00.000Z,Mind and Language,,7/3/2012 12:00am,Faculty (Tenured),Male,,,Reject,1.0,5.0,5.0,,,,,,Reject,,,,,
Philosophical Quarterly2012-07-03T04:00:00.000Z,Philosophical Quarterly,,7/3/2012 12:00am,Faculty (Non-tenure-track position),Male,,2.00,Reject,,,2.0,,,,,,Reject,,,,,
Philosophical Quarterly2012-07-03T04:00:00.000Z,Philosophical Quarterly,,7/3/2012 12:00am,Faculty (Non-tenure-track position),Male,,8.00,Revise and Resubmit,3.0,4.0,3.0,Accept,,,,,,,Revise and Resubmit,Accept,,
Philosophy and Phenomenological Research2012-07-03T04:00:00.000Z,Philosophy and Phenomenological Research,,7/3/2012 12:00am,Faculty (Tenured),Male,,3.00,Revise and Resubmit,1.0,5.0,5.0,Accept,,,,,,,Revise and Resubmit,Accept,,
Ethics2012-07-05T04:00:00.000Z,Ethics,,7/5/2012 12:00am,Faculty (Tenure-track but non-tenured),Male,,3.00,Reject,1.0,3.0,4.0,,,,,,Reject,,,,,
Journal of Philosophical Logic2012-07-05T04:00:00.000Z,Journal of Philosophical Logic,,7/5/2012 12:00am,Faculty (Non-tenure-track position),,,6.00,Accept,1.0,5.0,4.0,,,,,Accept,,,,,,
Kant-Studien2012-07-05T04:00:00.000Z,Kant-Studien,,7/5/2012 12:00am,Faculty (Tenured),Male,,,Accept,1.0,5.0,5.0,,8.0,,,Accept,,,,,,
Mind and Language2012-07-05T04:00:00.000Z,Mind and Language,,7/5/2012 12:00am,Faculty (Non-tenure-track position),,,1.00,Reject,,,2.0,,,,,,Reject,,,,,
Philosophical Studies2012-07-05T04:00:00.000Z,Philosophical Studies,,7/5/2012 12:00am,Faculty (Non-tenure-track position),,,10.00,Reject,1.0,2.0,2.0,,,,,,Reject,,,,,
Mind and Language2012-07-06T04:00:00.000Z,Mind and Language,,7/6/2012 12:00am,Faculty (Tenure-track but non-tenured),Male,,8.00,Reject,1.0,2.0,2.0,,,,,,Reject,,,,,
Philosophical Studies2012-07-06T04:00:00.000Z,Philosophical Studies,,7/6/2012 12:00am,Graduate Student,Male,,5.00,Reject,1.0,4.0,4.0,,,,,,Reject,,,,,
Australasian Journal of Philosophy2012-07-08T04:00:00.000Z,Australasian Journal of Philosophy,,7/8/2012 12:00am,Faculty (Tenure-track but non-tenured),Male,,1.50,Reject,2.0,3.0,,,,,,,Reject,,,,,
Law and Philosophy2012-07-08T04:00:00.000Z,Law and Philosophy,,7/8/2012 12:00am,Faculty (Non-tenure-track position),Male,,0.25,Reject,1.0,3.0,4.0,,,,,,Reject,,,,,
Philosophical Review2012-07-08T04:00:00.000Z,Philosophical Review,,7/8/2012 12:00am,Faculty (Non-tenure-track position),Male,,4.00,Reject,,,3.0,,,,,,Reject,,,,,
Australasian Journal of Philosophy2012-07-09T04:00:00.000Z,Australasian Journal of Philosophy,,7/9/2012 12:00am,Graduate Student,Male,white,0.90,Reject,1.0,5.0,5.0,,,,,,Reject,,,,,
Analysis2012-07-09T04:00:00.000Z,Analysis,,7/9/2012 12:00am,Faculty (Non-tenure-track position),Male,,0.30,Revise and Resubmit,1.0,4.0,5.0,Accept,,,,,,,Revise and Resubmit,Accept,,
Erkenntnis2012-07-09T04:00:00.000Z,Erkenntnis,,7/9/2012 12:00am,Faculty (Non-tenure-track position),Male,,1.00,Reject,1.0,3.0,4.0,,,,,,Reject,,,,,
